Device;topic_prefix;topic_suffix;topic;Certain ?;Address;Writable;Size;Name;FunctionText;type;
RAZ Ecl. AS1;emse/fayol/1ET/;lighting/reset;emse/fayol/1ET/lighting/reset;oui;4/0/31;true;1 Bit;S2;Commande sortie 2 ;bool;
RAZ Ecl. AS2;emse/fayol/2ET/;lighting/reset;emse/fayol/2ET/lighting/reset;oui;4/0/32;true;1 Bit;S1;Commande sortie 1 ;bool;
RAZ Ecl. AS2;emse/fayol/2ET/;lighting/reset;emse/fayol/2ET/lighting/reset;oui;4/0/32;true;1 Bit;S2;Commande sortie 2 ;bool;
RAZ Ecl. AS4;emse/fayol/4ET/;lighting/reset;emse/fayol/4ET/lighting/reset;oui;4/0/34;true;1 Bit;S1;Commande sortie 1 ;bool;
RAZ Ecl. AS4;emse/fayol/4ET/;lighting/reset;emse/fayol/4ET/lighting/reset;oui;4/0/34;true;1 Bit;S2;Commande sortie 2 ;bool;
RAZ Ecl. AS5;emse/fayol/5ET/;lighting/reset;emse/fayol/5ET/lighting/reset;oui;4/0/35;true;1 Bit;S1;Commande sortie 1 ;bool;
RAZ Ecl. AS5;emse/fayol/5ET/;lighting/reset;emse/fayol/5ET/lighting/reset;oui;4/0/35;true;1 Bit;S2;Commande sortie 2 ;bool;
RAZ Ecl. AS6;emse/fayol/6ET/;lighting/reset;emse/fayol/6ET/lighting/reset;oui;4/0/36;true;1 Bit;S1;Commande sortie 1 ;bool;
RAZ Ecl. AS6;emse/fayol/6ET/;lighting/reset;emse/fayol/6ET/lighting/reset;oui;4/0/36;true;1 Bit;S2;Commande sortie 2 ;bool;
RAZ éclairage Z1N0, Z2N0;emse/fayol/RDC/;lighting/reset;emse/fayol/RDC/lighting/reset;oui;4/0/30;true;1 Bit;S1;Commande sortie 1 ;bool;
RAZ éclairage Z1N0, Z2N0;emse/fayol/RDC/;lighting/reset;emse/fayol/RDC/lighting/reset;oui;4/0/30;true;1 Bit;S2;Commande sortie 2 ;bool;
RAZ erreurs;emse/fayol/;alerts/reset;emse/fayol/alerts/reset;oui;0/0/10;false;1 Byte;Erreur;Reset;int;
Reception;emse/fayol/RDC/reception/;temperature/current;emse/fayol/RDC/reception/temperature/current;oui;1/0/5;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reception;emse/fayol/RDC/reception/;temperature/outside;emse/fayol/RDC/reception/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reception;emse/fayol/RDC/reception/;temperature/setpoint;emse/fayol/RDC/reception/temperature/setpoint;oui;1/3/37;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reception;emse/fayol/RDC/reception/;temperature/setpoint/select;emse/fayol/RDC/reception/temperature/setpoint/select;oui;2/1/47;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reception;emse/fayol/RDC/reception/;valve-position;emse/fayol/RDC/reception/valve-position;oui;1/3/237;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 103 / Terminaux 1;emse/fayol/1ET/103/;temperature/current;emse/fayol/1ET/103/temperature/current;oui;1/0/12;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 103 / Terminaux 1;emse/fayol/1ET/103/;temperature/outside;emse/fayol/1ET/103/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 103 / Terminaux 1;emse/fayol/1ET/103/;temperature/setpoint;emse/fayol/1ET/103/temperature/setpoint;oui;1/3/44;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reg 103 / Terminaux 1;emse/fayol/1ET/103/;temperature/setpoint/select;emse/fayol/1ET/103/temperature/setpoint/select;oui;2/1/50;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reg 103 / Terminaux 1;emse/fayol/1ET/103/;valve-position;emse/fayol/1ET/103/valve-position;oui;1/3/244;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 104 / Cours 66 places;emse/fayol/1ET/104/;temperature/current;emse/fayol/1ET/104/temperature/current;oui;1/0/21;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 104 / Cours 66 places;emse/fayol/1ET/104/;temperature/outside;emse/fayol/1ET/104/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 104 / Cours 66 places;emse/fayol/1ET/104/;temperature/setpoint;emse/fayol/1ET/104/temperature/setpoint;oui;1/3/53;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reg 104 / Cours 66 places;emse/fayol/1ET/104/;temperature/setpoint/select;emse/fayol/1ET/104/temperature/setpoint/select;oui;2/1/57;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reg 104 / Cours 66 places;emse/fayol/1ET/104/;valve-position;emse/fayol/1ET/104/valve-position;oui;1/3/253;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 111 / Terminaux 2;emse/fayol/1ET/111/;temperature/current;emse/fayol/1ET/111/temperature/current;oui;1/0/13;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 111 / Terminaux 2;emse/fayol/1ET/111/;temperature/outside;emse/fayol/1ET/111/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 111 / Terminaux 2;emse/fayol/1ET/111/;temperature/setpoint;emse/fayol/1ET/111/temperature/setpoint;oui;1/3/45;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reg 111 / Terminaux 2;emse/fayol/1ET/111/;temperature/setpoint/select;emse/fayol/1ET/111/temperature/setpoint/select;oui;2/1/51;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reg 111 / Terminaux 2;emse/fayol/1ET/111/;valve-position;emse/fayol/1ET/111/valve-position;oui;1/3/245;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 132 / Cours 2;emse/fayol/1ET/132/;temperature/current;emse/fayol/1ET/132/temperature/current;oui;1/0/17;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 132 / Cours 2;emse/fayol/1ET/132/;temperature/outside;emse/fayol/1ET/132/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 132 / Cours 2;emse/fayol/1ET/132/;temperature/setpoint;emse/fayol/1ET/132/temperature/setpoint;oui;1/3/49;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reg 132 / Cours 2;emse/fayol/1ET/132/;temperature/setpoint/select;emse/fayol/1ET/132/temperature/setpoint/select;oui;2/1/54;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reg 132 / Cours 2;emse/fayol/1ET/132/;valve-position;emse/fayol/1ET/132/valve-position;oui;1/3/249;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 205 / Imprimante Doc;emse/fayol/2ET/205/;temperature/current;emse/fayol/2ET/205/temperature/current;oui;1/0/26;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 205 / Imprimante Doc;emse/fayol/2ET/205/;temperature/outside;emse/fayol/2ET/205/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 205 / Imprimante Doc;emse/fayol/2ET/205/;temperature/setpoint;emse/fayol/2ET/205/temperature/setpoint;oui;1/3/58;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reg 205 / Imprimante Doc;emse/fayol/2ET/205/;temperature/setpoint/select;emse/fayol/2ET/205/temperature/setpoint/select;oui;2/1/59;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reg 205 / Imprimante Doc;emse/fayol/2ET/205/;valve-position;emse/fayol/2ET/205/valve-position;oui;1/4/2;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 220 / Cours 1;emse/fayol/2ET/220/;temperature/current;emse/fayol/2ET/220/temperature/current;oui;1/0/28;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 220 / Cours 1;emse/fayol/2ET/220/;temperature/outside;emse/fayol/2ET/220/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 220 / Cours 1;emse/fayol/2ET/220/;temperature/setpoint;emse/fayol/2ET/220/temperature/setpoint;oui;1/3/60;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reg 220 / Cours 1;emse/fayol/2ET/220/;temperature/setpoint/select;emse/fayol/2ET/220/temperature/setpoint/select;oui;2/1/61;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reg 220 / Cours 1;emse/fayol/2ET/220/;valve-position;emse/fayol/2ET/220/valve-position;oui;1/4/4;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 302;emse/fayol/3ET/302/;temperature/current;emse/fayol/3ET/302/temperature/current;oui;2/0/22;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 302;emse/fayol/3ET/302/;temperature/outside;emse/fayol/3ET/302/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 302;emse/fayol/3ET/302/;temperature/setpoint;emse/fayol/3ET/302/temperature/setpoint;oui;2/3/54;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
Reg 302;emse/fayol/3ET/302/;temperature/setpoint/select;emse/fayol/3ET/302/temperature/setpoint/select;oui;2/1/166;true;1 Byte;Thermostat;Sélection mode (Confort, ...);int;
Reg 302;emse/fayol/3ET/302/;valve-position;emse/fayol/3ET/302/valve-position;oui;2/3/254;false;1 Bit;Chauffage base;Position vanne ON / OFF;bool;
Reg 326;emse/fayol/3ET/326/;temperature/current;emse/fayol/3ET/326/temperature/current;oui;2/0/10;false;2 Bytes;Indication d'état;Température ambiante;temp;
Reg 326;emse/fayol/3ET/326/;temperature/outside;emse/fayol/3ET/326/temperature/outside;oui;0/0/5;true;2 Bytes;Température;Température extérieure;temp;
Reg 326;emse/fayol/3ET/326/;temperature/setpoint;emse/fayol/3ET/326/temperature/setpoint;oui;2/3/42;false;1 Byte;Indication d'état;Mode en cours (Confort, ...);int;
